DZcode,DZname,LAcode,LAname,Population,Working_Age_Population
S01008294,IZ22 - 06,S12000010,East Lothian,935,578
S01008295,Neilston and Uplawmoor - 01,S12000011,East Renfrewshire,871,586
S01008296,Neilston and Uplawmoor - 02,S12000011,East Renfrewshire,631,384
S01008297,Neilston and Uplawmoor - 03,S12000011,East Renfrewshire,847,564
S01008298,Neilston and Uplawmoor - 04,S12000011,East Renfrewshire,742,518
S01008299,Neilston and Uplawmoor - 05,S12000011,East Renfrewshire,807,496
S01008300,Neilston and Uplawmoor - 06,S12000011,East Renfrewshire,794,489
S01008301,Neilston and Uplawmoor - 07,S12000011,East Renfrewshire,771,510
S01008302,Neilston and Uplawmoor - 08,S12000011,East Renfrewshire,821,497
S01008303,Cross Stobbs - 01,S12000011,East Renfrewshire,476,300
S01008304,Cross Stobbs - 02,S12000011,East Renfrewshire,463,291
S01008305,Cross Stobbs - 03,S12000011,East Renfrewshire,762,475
S01008306,Cross Stobbs - 04,S12000011,East Renfrewshire,581,392
S01008307,Cross Stobbs - 05,S12000011,East Renfrewshire,638,388
S01008308,Cross Stobbs - 06,S12000011,East Renfrewshire,564,313
S01008309,"Dunterlie, East Arthurlie and Dovecothall -",S12000011,East Renfrewshire,759,479
S01008310,"Dunterlie, East Arthurlie and Dovecothall -",S12000011,East Renfrewshire,913,600
S01008311,"Dunterlie, East Arthurlie and Dovecothall -",S12000011,East Renfrewshire,366,269
S01008312,"Dunterlie, East Arthurlie and Dovecothall -",S12000011,East Renfrewshire,484,308
S01008313,"Dunterlie, East Arthurlie and Dovecothall -",S12000011,East Renfrewshire,840,475
S01008314,"Dunterlie, East Arthurlie and Dovecothall -",S12000011,East Renfrewshire,628,469
S01008315,"Dunterlie, East Arthurlie and Dovecothall -",S12000011,East Renfrewshire,685,454
S01008316,"Dunterlie, East Arthurlie and Dovecothall -",S12000011,East Renfrewshire,634,406
S01008317,"Dunterlie, East Arthurlie and Dovecothall -",S12000011,East Renfrewshire,871,590
S01008318,Arthurlie and Gateside - 01,S12000011,East Renfrewshire,1145,677
S01008319,Arthurlie and Gateside - 02,S12000011,East Renfrewshire,695,435
S01008320,Arthurlie and Gateside - 03,S12000011,East Renfrewshire,590,324
S01008321,Arthurlie and Gateside - 04,S12000011,East Renfrewshire,520,372
S01008322,Arthurlie and Gateside - 05,S12000011,East Renfrewshire,1048,695
S01008323,Auchenback - 01,S12000011,East Renfrewshire,790,510
S01008324,Auchenback - 02,S12000011,East Renfrewshire,619,397
S01008325,Auchenback - 03,S12000011,East Renfrewshire,849,545
S01008326,Auchenback - 04,S12000011,East Renfrewshire,1016,651
S01008327,Auchenback - 05,S12000011,East Renfrewshire,891,560
S01008328,Crookfur and Fruin - 01,S12000011,East Renfrewshire,2656,1539
S01008329,Crookfur and Fruin - 02,S12000011,East Renfrewshire,858,551
S01008330,Crookfur and Fruin - 03,S12000011,East Renfrewshire,853,553
S01008331,Crookfur and Fruin - 04,S12000011,East Renfrewshire,621,394
S01008332,Crookfur and Fruin - 05,S12000011,East Renfrewshire,954,488
S01008333,Crookfur and Fruin - 06,S12000011,East Renfrewshire,1005,525
S01008334,Crookfur and Fruin - 07,S12000011,East Renfrewshire,1042,631
S01008335,"Mearns Village, Westacres and Greenfarm - 0",S12000011,East Renfrewshire,743,423
S01008336,"Mearns Village, Westacres and Greenfarm - 0",S12000011,East Renfrewshire,644,375
S01008337,"Mearns Village, Westacres and Greenfarm - 0",S12000011,East Renfrewshire,1003,645
S01008338,"Mearns Village, Westacres and Greenfarm - 0",S12000011,East Renfrewshire,936,603
S01008339,"Mearns Village, Westacres and Greenfarm - 0",S12000011,East Renfrewshire,544,365
S01008340,"Mearns Village, Westacres and Greenfarm - 0",S12000011,East Renfrewshire,800,534
S01008341,"Mearns Village, Westacres and Greenfarm - 0",S12000011,East Renfrewshire,645,440
S01008342,"Mearns Village, Westacres and Greenfarm - 0",S12000011,East Renfrewshire,855,537
S01008343,Whitecraigs and Broom - 01,S12000011,East Renfrewshire,902,529
S01008344,Whitecraigs and Broom - 02,S12000011,East Renfrewshire,886,513
S01008345,Whitecraigs and Broom - 03,S12000011,East Renfrewshire,1045,556
S01008346,Whitecraigs and Broom - 04,S12000011,East Renfrewshire,1010,573
S01008347,Mearnskirk and South Kirkhill - 01,S12000011,East Renfrewshire,1022,532
S01008348,Mearnskirk and South Kirkhill - 02,S12000011,East Renfrewshire,769,422
S01008349,Mearnskirk and South Kirkhill - 03,S12000011,East Renfrewshire,858,548
S01008350,Mearnskirk and South Kirkhill - 04,S12000011,East Renfrewshire,576,284
S01008351,Mearnskirk and South Kirkhill - 05,S12000011,East Renfrewshire,900,545
S01008352,Mearnskirk and South Kirkhill - 06,S12000011,East Renfrewshire,693,375
S01008353,Mearnskirk and South Kirkhill - 07,S12000011,East Renfrewshire,528,308
S01008354,Mearnskirk and South Kirkhill - 08,S12000011,East Renfrewshire,1074,633
S01008355,Eaglesham and Waterfoot - 01,S12000011,East Renfrewshire,668,372
S01008356,Eaglesham and Waterfoot - 02,S12000011,East Renfrewshire,607,398
S01008357,Eaglesham and Waterfoot - 03,S12000011,East Renfrewshire,714,423
S01008358,Eaglesham and Waterfoot - 04,S12000011,East Renfrewshire,707,376
S01008359,Eaglesham and Waterfoot - 05,S12000011,East Renfrewshire,718,424
S01008360,Eaglesham and Waterfoot - 06,S12000011,East Renfrewshire,841,486
S01008361,Eaglesham and Waterfoot - 07,S12000011,East Renfrewshire,823,511
S01008362,North Kirkhill - 01,S12000011,East Renfrewshire,1079,694
S01008363,North Kirkhill - 02,S12000011,East Renfrewshire,778,449
S01008364,North Kirkhill - 03,S12000011,East Renfrewshire,777,478
S01008365,North Kirkhill - 04,S12000011,East Renfrewshire,690,379
S01008366,Busby - 01,S12000011,East Renfrewshire,950,533
S01008367,Busby - 02,S12000011,East Renfrewshire,747,480
S01008368,Busby - 03,S12000011,East Renfrewshire,661,406
S01008369,Busby - 04,S12000011,East Renfrewshire,550,350
S01008370,Busby - 05,S12000011,East Renfrewshire,740,471
S01008371,Clarkston and Sheddens - 01,S12000011,East Renfrewshire,771,460
S01008372,Clarkston and Sheddens - 02,S12000011,East Renfrewshire,811,453
S01008373,Clarkston and Sheddens - 03,S12000011,East Renfrewshire,803,505
S01008374,Clarkston and Sheddens - 04,S12000011,East Renfrewshire,707,422
S01008375,Clarkston and Sheddens - 05,S12000011,East Renfrewshire,818,506
S01008376,Clarkston and Sheddens - 06,S12000011,East Renfrewshire,541,335
S01008377,Clarkston and Sheddens - 07,S12000011,East Renfrewshire,767,497
S01008378,Clarkston and Sheddens - 08,S12000011,East Renfrewshire,1032,564
S01008379,Williamwood - 01,S12000011,East Renfrewshire,555,305
S01008380,Williamwood - 02,S12000011,East Renfrewshire,703,437
S01008381,Williamwood - 03,S12000011,East Renfrewshire,636,398
S01008382,Williamwood - 04,S12000011,East Renfrewshire,864,490
S01008383,Williamwood - 05,S12000011,East Renfrewshire,497,309
S01008384,Stamperland - 01,S12000011,East Renfrewshire,976,635
S01008385,Stamperland - 02,S12000011,East Renfrewshire,681,375
S01008386,Stamperland - 03,S12000011,East Renfrewshire,881,498
S01008387,Stamperland - 04,S12000011,East Renfrewshire,567,375
S01008388,Stamperland - 05,S12000011,East Renfrewshire,629,430
S01008389,Netherlee - 01,S12000011,East Renfrewshire,673,263
S01008390,Netherlee - 02,S12000011,East Renfrewshire,604,345
S01008391,Netherlee - 03,S12000011,East Renfrewshire,780,394
S01008392,Netherlee - 04,S12000011,East Renfrewshire,894,552
S01008393,Netherlee - 05,S12000011,East Renfrewshire,862,469
S01008394,Netherlee - 06,S12000011,East Renfrewshire,904,532
S01008395,Merrylee and Braidbar - 01,S12000011,East Renfrewshire,551,373
S01008396,Merrylee and Braidbar - 02,S12000011,East Renfrewshire,645,329
S01008397,Merrylee and Braidbar - 03,S12000011,East Renfrewshire,922,535
S01008398,Merrylee and Braidbar - 04,S12000011,East Renfrewshire,605,340
S01008399,Merrylee and Braidbar - 05,S12000011,East Renfrewshire,538,280
S01008400,Merrylee and Braidbar - 06,S12000011,East Renfrewshire,678,406
S01008401,Merrylee and Braidbar - 07,S12000011,East Renfrewshire,927,503
S01008402,Lower Whitecraigs and South Giffnock - 01,S12000011,East Renfrewshire,1077,557
S01008403,Lower Whitecraigs and South Giffnock - 02,S12000011,East Renfrewshire,602,361
S01008404,Lower Whitecraigs and South Giffnock - 03,S12000011,East Renfrewshire,984,504
S01008405,Lower Whitecraigs and South Giffnock - 04,S12000011,East Renfrewshire,816,493
S01008406,North Giffnock and North Thornliebank - 01,S12000011,East Renfrewshire,1047,513
S01008407,North Giffnock and North Thornliebank - 02,S12000011,East Renfrewshire,524,301
S01008408,North Giffnock and North Thornliebank - 03,S12000011,East Renfrewshire,674,429
S01008409,North Giffnock and North Thornliebank - 04,S12000011,East Renfrewshire,907,531
S01008410,North Giffnock and North Thornliebank - 05,S12000011,East Renfrewshire,682,365
S01008411,South Thornliebank and Woodfarm - 01,S12000011,East Renfrewshire,601,400
S01008412,South Thornliebank and Woodfarm - 02,S12000011,East Renfrewshire,716,452
S01008413,South Thornliebank and Woodfarm - 03,S12000011,East Renfrewshire,533,349
S01008414,South Thornliebank and Woodfarm - 04,S12000011,East Renfrewshire,452,254
S01008415,South Thornliebank and Woodfarm - 05,S12000011,East Renfrewshire,844,531
S01008416,South Thornliebank and Woodfarm - 06,S12000011,East Renfrewshire,896,612
S01008417,Balerno and Bonnington Village - 01,S12000036,City of Edinburgh,708,397
S01008418,Balerno and Bonnington Village - 02,S12000036,City of Edinburgh,691,378
S01008419,Balerno and Bonnington Village - 03,S12000036,City of Edinburgh,541,338
S01008420,Balerno and Bonnington Village - 04,S12000036,City of Edinburgh,466,274
S01008421,Balerno and Bonnington Village - 05,S12000036,City of Edinburgh,884,537
S01008422,Balerno and Bonnington Village - 06,S12000036,City of Edinburgh,617,316
S01008423,Balerno and Bonnington Village - 07,S12000036,City of Edinburgh,1088,685
S01008424,Balerno and Bonnington Village - 08,S12000036,City of Edinburgh,836,417
S01008425,Currie West - 01,S12000036,City of Edinburgh,3847,3423
S01008426,Currie West - 02,S12000036,City of Edinburgh,599,333
S01008427,Currie West - 03,S12000036,City of Edinburgh,1084,717
S01008428,Currie West - 04,S12000036,City of Edinburgh,696,399
S01008429,Currie East - 01,S12000036,City of Edinburgh,964,583
S01008430,Currie East - 02,S12000036,City of Edinburgh,831,500
S01008431,Currie East - 03,S12000036,City of Edinburgh,825,471
S01008432,Currie East - 04,S12000036,City of Edinburgh,679,366
